ID	TCGA-AH-6643-11A-01R-1830-07	TCGA-AG-3731-11A-01R-1736-07	TCGA-AG-3725-11A-01R-1736-07	TCGA-AG-3742-11A-01R-1660-07	TCGA-AF-2691-11A-01R-A32Z-07	TCGA-AF-5654-11A-11R-1660-07	TCGA-AF-2689-11A-01R-A32Z-07	TCGA-AF-2692-11A-01R-A32Z-07	TCGA-AG-3732-11A-01R-1660-07	TCGA-AF-3400-11A-01R-A32Z-07	TCGA-DC-4745-01A-01R-A32Z-07	TCGA-DY-A1DC-01A-31R-A155-07	TCGA-AG-3732-01A-11R-1660-07	TCGA-AF-3911-01A-01R-1736-07	TCGA-AH-6549-01A-11R-1830-07	TCGA-AG-3887-01A-01R-1119-07	TCGA-DY-A1DD-01A-21R-A155-07	TCGA-EI-6881-01A-11R-A32Z-07	TCGA-AF-5654-01A-01R-1660-07	TCGA-AH-6544-01A-11R-1830-07	TCGA-DY-A1H8-01A-21R-A155-07	TCGA-EI-6514-01A-11R-1736-07	TCGA-AG-4001-01A-02R-1119-07	TCGA-EI-6917-01A-11R-1928-07	TCGA-CI-6624-01C-11R-1830-07	TCGA-AG-3608-01A-01R-0826-07	TCGA-DC-6160-01A-11R-1660-07	TCGA-EI-7002-01A-11R-1928-07	TCGA-AG-3999-01A-01R-1119-07	TCGA-AG-A002-01A-01R-A002-07	TCGA-BM-6198-01A-11R-1736-07	TCGA-F5-6864-01A-11R-1928-07	TCGA-AG-3583-01A-01R-0821-07	TCGA-EI-6512-01A-11R-1736-07	TCGA-AH-6897-01A-11R-1928-07	TCGA-F5-6813-01A-11R-1830-07	TCGA-AG-3591-01A-01R-1736-07	TCGA-AG-3605-01A-01R-0826-07	TCGA-AG-A023-01A-01R-A00A-07	TCGA-DY-A1DF-01A-11R-A155-07	TCGA-AG-A02X-01A-01R-A00A-07	TCGA-AF-2692-01A-01R-0821-07	TCGA-AG-3599-01A-02R-0826-07	TCGA-AG-A016-01A-01R-A002-07	TCGA-AF-A56L-01A-31R-A39D-07	TCGA-AG-3578-01A-01R-0821-07	TCGA-AG-3574-01A-01R-0821-07	TCGA-F5-6465-01A-11R-1736-07	TCGA-AG-3892-01A-01R-1119-07	TCGA-G5-6572-02A-12R-1830-07	TCGA-AG-3587-01A-01R-0821-07	TCGA-AG-A00Y-01A-02R-A002-07	TCGA-AG-3896-01A-01R-1119-07	TCGA-AG-3594-01A-02R-0821-07	TCGA-EI-7004-01A-11R-1928-07	TCGA-F5-6863-01A-11R-1928-07	TCGA-F5-6814-01A-31R-1928-07	TCGA-CI-6622-01A-11R-1830-07	TCGA-F5-6861-01A-11R-1928-07	TCGA-AG-A036-01A-12R-A083-07	TCGA-AG-3898-01A-01R-1119-07	TCGA-AG-A011-01A-01R-A002-07	TCGA-AG-3575-01A-01R-0821-07	TCGA-DC-6683-01A-11R-1830-07	TCGA-EI-6882-01A-11R-1928-07	TCGA-DT-5265-01A-21R-1830-07	TCGA-DY-A0XA-01A-11R-A155-07	TCGA-AG-3600-01A-01R-0826-07	TCGA-DC-5869-01A-01R-1660-07	TCGA-CL-5918-01A-11R-1660-07	TCGA-DY-A1DG-01A-11R-A32Y-07	TCGA-CL-4957-01A-01R-1736-07	TCGA-AG-3586-01A-02R-0821-07	TCGA-DC-4749-01A-01R-1736-07	TCGA-G5-6235-01A-11R-1736-07	TCGA-AG-3612-01A-01R-0826-07	TCGA-AG-3725-01A-11R-1736-07	TCGA-EI-6509-01A-11R-1736-07	TCGA-AH-6547-01A-11R-1830-07	TCGA-AF-6672-01A-11R-1830-07	TCGA-AG-A01N-01A-01R-A00A-07	TCGA-AF-2691-01A-01R-0821-07	TCGA-AG-3883-01A-02R-0905-07	TCGA-DC-5337-01A-01R-1660-07	TCGA-AG-3592-01A-02R-1736-07	TCGA-AF-2690-01A-02R-1736-07	TCGA-F5-6811-01A-11R-1830-07	TCGA-AF-3400-01A-01R-0821-07	TCGA-AG-A008-01A-01R-A002-07	TCGA-AG-3894-01A-01R-1119-07	TCGA-AG-3885-01A-01R-0905-07	TCGA-AG-3882-01A-01R-0905-07	TCGA-AG-3726-01A-02R-0905-07	TCGA-AF-4110-01A-02R-1736-07	TCGA-AH-6644-01A-21R-1830-07	TCGA-AG-A02N-01A-11R-A083-07	TCGA-AG-3609-01A-02R-0826-07	TCGA-AG-A01J-01A-01R-A00A-07	TCGA-AG-4022-01A-01R-1736-07	TCGA-AG-4021-01A-01R-1736-07	TCGA-G5-6233-01A-11R-1736-07	TCGA-AF-6655-01A-11R-1830-07	TCGA-AG-4015-01A-01R-1119-07	TCGA-AG-3731-01A-11R-1736-07	TCGA-AG-3611-01A-01R-0826-07	TCGA-EI-6885-01A-11R-1928-07	TCGA-AG-4007-01A-01R-1119-07	TCGA-AG-3581-01A-01R-0821-07	TCGA-AG-3901-01A-01R-1119-07	TCGA-DC-6158-01A-11R-1660-07	TCGA-F5-6571-01A-12R-1830-07	TCGA-AG-3582-01A-01R-0821-07	TCGA-EI-6508-01A-11R-1736-07	TCGA-CL-5917-01A-11R-1660-07	TCGA-AF-2687-01A-02R-1736-07	TCGA-EF-5831-01A-01R-1660-07	TCGA-DC-6157-01A-11R-1660-07	TCGA-AG-A00C-01A-01R-A002-07	TCGA-AF-A56N-01A-12R-A39D-07	TCGA-DY-A1DE-01A-11R-A155-07	TCGA-AG-A01L-01A-01R-A002-07	TCGA-AF-2693-01A-02R-1736-07	TCGA-DC-6681-01A-11R-A32Z-07	TCGA-AH-6903-01A-11R-1928-07	TCGA-AG-A025-01A-01R-A00A-07	TCGA-AG-3902-01A-01R-A32Z-07	TCGA-AG-3893-01A-01R-1119-07	TCGA-F5-6812-01A-11R-1830-07	TCGA-AG-3881-01A-01R-0905-07	TCGA-AG-A014-01A-02R-A002-07	TCGA-AG-3580-01A-01R-0821-07	TCGA-CI-6623-01B-11R-1830-07	TCGA-EI-6884-01A-11R-1928-07	TCGA-AF-6136-01A-11R-1830-07	TCGA-AF-3913-01A-02R-1119-07	TCGA-AG-A02G-01A-01R-A00A-07	TCGA-DC-6154-01A-31R-1928-07	TCGA-AG-3584-01A-01R-0821-07	TCGA-AG-A032-01A-01R-A00A-07	TCGA-G5-6641-01A-11R-A32Z-07	TCGA-AG-3890-01A-01R-1119-07	TCGA-AG-3742-01A-11R-1660-07	TCGA-AG-A026-01A-01R-A00A-07	TCGA-F5-6702-01A-11R-1830-07	TCGA-G5-6572-01A-11R-1830-07	TCGA-F5-6464-01A-11R-1736-07	TCGA-EF-5830-01A-01R-1660-07	TCGA-DC-6682-01A-11R-1830-07	TCGA-CI-6619-01B-11R-1830-07	TCGA-AG-3727-01A-01R-0905-07	TCGA-AG-A01Y-01A-41R-A083-07	TCGA-AG-3598-01A-01R-0826-07	TCGA-F5-6810-01A-11R-1830-07	TCGA-AG-A01W-01A-21R-A083-07	TCGA-AG-3878-01A-02R-0905-07	TCGA-EI-6507-01A-11R-1736-07	TCGA-CI-6621-01A-11R-1830-07	TCGA-AG-A020-01A-21R-A083-07	TCGA-AG-4008-01A-01R-1119-07	TCGA-AG-3602-01A-02R-0826-07	TCGA-AG-3909-01A-01R-1119-07	TCGA-DC-6156-01A-11R-1660-07	TCGA-EI-6510-01A-11R-1736-07	TCGA-AG-3728-01A-01R-0905-07	TCGA-AG-A015-01A-01R-A002-07	TCGA-CI-6620-01A-11R-1830-07	TCGA-AH-6643-01A-11R-1830-07	TCGA-EI-6513-01A-21R-1736-07	TCGA-EI-6506-01A-11R-1736-07	TCGA-AG-4005-01A-01R-1119-07	TCGA-AF-A56K-01A-32R-A39D-07	TCGA-AG-A00H-01A-01R-A00A-07	TCGA-EI-6511-01A-11R-1736-07	TCGA-EI-6883-01A-31R-1928-07	TCGA-DC-6155-01A-11R-1660-07	TCGA-AG-3593-01A-01R-0821-07	TCGA-AG-3601-01A-01R-0826-07
SNHG16	1.707091	2.013337	2.735223	2.446671	2.649105332	2.639955602	1.728064	2.459866	2.7177	3.106201	6.668279	6.611473	10.20738	4.453178	8.211481	6.016675	3.584753	4.096711	10.33852	5.801839	3.741538	4.466198	6.0955195	7.732809	2.169085698	8.477122703	4.724823	4.921252	5.573758	6.885582	4.376726	3.429639	8.974682	4.327076	8.091838111	3.957261	5.535856	7.506759	10.158778942	1.453375	5.800146	6.529665	6.693025	5.679790354	9.311217	6.925139	7.646179	3.456842	4.860112	2.49305	7.225207	6.850997481	5.43011	6.782734	2.778449	3.76534	4.309338	6.409128	4.730851	5.130951	6.725598	7.012883	6.217767	4.213345	4.572376	2.06733	5.667803	6.913735	5.819691	3.952948	3.678213	4.087848	7.234406844	3.328977	6.415933	5.172286	2.225346	4.081928	2.378801	5.042342	6.621896	6.364906	3.860773	4.227935	2.881755	4.261811	5.69061	5.244262	7.713111	8.434404	2.776808924	3.467817	2.690515235	4.891326	4.581757	6.378035	5.484352	3.547949	3.25154	3.129925	5.368956	4.926224	5.152284	4.436661	3.540096	3.354336	6.477677	3.421549263	5.248836127	2.767095	3.519898	4.368298	1.854365	5.803995	5.513032	2.286123	3.842688	7.293041	5.111197	5.141032686	3.676123	4.195188	5.298522944	6.715074	6.364756532	4.704425	3.906468	2.660931	3.292897	6.51666	8.597374	4.771643	3.691751	4.381881	6.547311	6.13451	3.785149	4.369211	3.072919257	3.601568	5.640008	4.013809	5.862155	3.062025	4.152622	4.629378	8.046594	13.72067	3.454171	2.560123228	9.034916	13.16833	3.558192	7.477221	3.758380776	7.802844	4.417714	6.145496	6.340406	5.389859	4.640076	3.361651	5.200751	3.529486	5.056574	5.951516	3.583143	3.949049	6.300117	5.283993	6.065717	3.061496757	2.696771	5.353241	3.183779	4.918431	6.344647
AL354920.1	1.61436	1.483221	2.829796	1.202495	0.497528696	0.794357011	1.329104	0.5829166	1.864301	1.161565	2.328106	1.207702	2.325098	0.9455615	0.4126554	1.384016	1.36501	0.7882644	0.6685075	1.176557	0.2945072	0.9226288	0.807339616	0.6711749	1.632489719	2.23361214	0.3662431	0.7893154	0.5765141	2.217556	0.4173121	0.7823127	1.076675	0.5794017	0.340683764	1.514325	1.605985	3.098763	1.148240323	3.107902	1.045883	0.4200658	0.7168124	0.70409756	0.6548481	0.9835733	2.723477	0.8454472	2.225387	1.113725	1.095627	0.808592141	1.216218	1.364742	0.2834255	0.7044754	0.3665893	0.8060723	1.640024	1.155294	0.8107976	1.385778	1.485641	1.090172	0.7084223	1.589456	1.187735	0.5048783	1.012925	1.46314	1.24926	0.5166546	0.941480741	0.5655348	1.407201	0.9453816	0.5547185	1.617757	1.047696	1.120103	1.096639	1.316933	0.7910612	1.263942	0.8795521	1.227115	1.417204	2.460169	0.7989186	1.235258	0.493603369	0.9540194	0.553122563	1.416008	0.8078235	0.3897624	0.9618762	1.194738	1.181261	0.8814763	0.5570715	0.713306	0.8992697	0.7455933	1.482595	1.294478	0.752447	1.507813994	0.989145939	1.469645	0.5464554	0.5870941	1.315225	0.7926718	1.565111	0.7909533	0.7745934	1.567472	0.7401807	1.373264628	0.3408267	0.6570732	0.843606109	1.195861	0.565697056	1.734215	0.9428519	1.103366	0.9215956	0.572384	0.7738861	1.604091	0.7798238	0.5668745	1.040265	0.6233464	0.752455	1.025083	0.897439709	0.8237591	1.068978	1.093348	0.6751483	0.803484	1.384853	1.245439	1.222659	0.990156	0.5119447	0.488115888	0.5430591	2.655227	0.3986857	0.4289819	0.589912335	0.6971692	0.5386288	1.554845	0.7812363	2.924552	0.6412559	0.6789412	1.353483	1.225731	0.4473707	0.8619802	0.9777947	1.149343	0.5776778	0.9714156	0.6349391	0.853810336	1.656961	1.998766	1.579108	0.6815028	0.9870739
Z83843.1	1.159185	0.5635606	0.2838243	0.6826758	0.274691116	0.628587529	0.2788708	0.5715235	1.52306	0.2383021	0.5641241	0.7311166	2.342724	1.572169	1.027449	0.4890065	3.39741	0.9119053	1.877218	0.43448	2.026226	1.640451	1.006205877	0.8684209	1.130338539	1.549681039	1.472215	4.638441	0.3801708	0.8685313	0.5954072	1.504652	0.5027069	0.8747925	1.048399969	0.4927917	0.9713908	0.6935236	1.707871156	0.9801691	0.3039731	1.977809	0.4632339	0.247628341	1.724628	2.194423	0.6495326	1.975387	0.3074736	0.3115737	0.7662765	1.213052783	0.3604097	1.693035	0.784977	1.389434	0.8695925	0.5541675	0.6956553	1.982725	0.9564551	0.7462893	0.6857736	1.97343	0.9608399	1.828122	5.35633	0.5178942	1.22087	1.617124	1.423629	0.9539533	0.538061992	0.6323247	3.49247	0.4680116	1.360312	0.5717755	1.35048	4.46695	0.6749464	1.311152	0.07490353	0.5964023	1.20297	1.280385	0.8423722	0.5768212	0.7498561	0.06788054	0.075949284	0.4403764	0.072949136	0.4305662	1.197775	1.064496	0.284162	1.087665	4.054581	0.8661293	2.767368	2.0437	0.389946	1.350594	0.9566425	1.645729	0.3950031	0.200651121	0.359738237	1.695974	2.680998	0.558431	2.108643	3.480977	1.658975	1.391767	2.79913	1.336839	2.961125	1.160573945	1.258608	0.8689298	0.431044473	1.246009	1.1837729	1.777523	1.239722	1.604616	0.343313	1.042174	1.232782	0.7335301	0.8983805	1.927635	0.2945148	0.9974896	2.376206	0.667304	0.565496609	0.8579958	1.679432	2.482189	1.592874	0.6884477	0.4870473	0.8245981	0.7142443	1.119459	1.433131	0.045062965	1.626613	0.3540783	1.153278	1.584148	0.147498094	1.038838	2.351641	0.9994893	1.983407	1.242835	0.408768	2.070898	0.9520293	0.087046	0.5047944	0.7853796	1.36226	2.378451	1.119478	0.6337478	3.8911	0.597151179	0.6761763	1.65368	0.1619818	2.280723	0.1627266
LINC02487	0.5767377	0.4094415	0.2138117	0.2114781	0.311503393	1.13738752	0.4822709	0.1683365	0.1870134	0.4178364	1.260124	0.9570589	0.756734	0.8699857	1.025953	0.1136658	2.800651	2.123412	2.455186	0.6783263	1.828548	2.803608	2.309395446	0.2638335	0.960074168	1.09864462	1.39076	2.026264	0.8766081	0.2682165	3.129418	0.5421041	0.7080067	3.107586	1.603871232	1.127029	0.8759684	0.8388375	1.103334562	2.08032	0.4638371	0.6147713	1.62128	0.535301391	0.5470657	0.9269322	0.6945026	0.3193985	0.2618395	0.5965577	1.126399	1.81541901	1.018826	0.2080538	0.2587857	2.776337	0.4809602	0.9203306	1.389138	0.9656004	2.576986	1.470594	0.1387084	1.384076	0.3723581	1.277641	2.365571	0.1492718	2.601736	2.120303	1.566873	1.489347	0.31812255	0.7524245	2.471995	2.005184	0.8917909	0.8524238	0.4734081	1.693014	1.542893	0.549689	1.700159	0.4484349	1.876057	0.620741	1.205368	0.190502	0.2303023	0.9586898	2.101511033	1.560169	1.244039053	2.930587	1.139919	0.2592827	1.740451	1.236322	2.683855	2.414131	1.958792	1.919875	2.193486	0.5786586	0.9332452	0.9452124	1.138511	0.939791939	0.817530332	2.770025	1.509474	0.5207389	0.280842	2.289766	1.874094	1.052336	2.100399	1.688235	2.122249	0.572667197	0.2834113	0.6536909	0.430601966	0.5512305	0.501760235	0.3149089	1.064366	1.744225	0.6453427	1.396151	0.7469855	1.057121	1.312429	2.501453	2.601988	2.672321	2.629914	0.1573658	1.023439261	0.7306554	1.12282	3.458253	0.1164413	1.089969	3.370603	0.8870878	2.582509	1.059622	0.8422509	0.692716048	0.513793	1.079432	1.534732	0.7768481	0.703101909	0.333596	1.448184	0.689556	2.403631	0.432335	1.848532	2.453101	0.7795508	2.425282	1.124288	0.9519478	0.9540095	2.282662	1.100939	0.5686713	0.8849914	1.583466504	5.167865	1.453163	0.7625666	0.5666974	1.281999
AC000123.1	0.6898575	0.565447	0.414598	0.911273	0.739657059	1.197077542	1.095352	1.161892	1.609585	0.4821846	0.8057354	3.219771	0.947787	1.860928	1.868727	0.5632623	3.329502	1.668187	2.662856	1.896172	1.202	4.54341	0.975848292	1.240361	1.715847384	1.071000493	0.8551882	2.868858	0.6334952	0.4430423	1.542423	2.614721	0.3263698	0.9550023	2.303729211	1.797882	0.7302275	0.6190975	1.177613913	3.605984	1.78773	2.492553	0.4725961	0.663161656	2.744412	1.891377	0.5985316	2.855842	0.1996195	1.271483	0.5472343	0.888511132	0.5939667	0.5623611	1.135834	2.287125	3.625397	1.206117	1.753413	2.734264	1.385898	1.087674	0.3436796	2.63073	1.383895	2.357846	2.989927	1.017095	0.7420265	3.985415	0.8579584	2.003715	1.477905815	2.237151	3.253223	1.806644	2.057216	1.971258	1.998392	2.31091	1.662107	1.276848	0.1337304	0.509251	2.853431	1.0113	3.797194	0.3432794	0.8778815	0.8725806	0.325433849	0.131039	0.086827379	0.7038875	2.299863	3.426284	1.437446	2.406841	3.314926	1.529367	1.967564	2.324394	0.6288233	1.117208	0.6306311	1.522996	0.3890902	0.268677101	0.790480264	1.570042	2.470487	1.407536	4.603288	2.448265	1.834456	1.693687	3.55052	2.066876	3.215523	3.558523804	1.029911	1.522089	1.25930144	3.20754	1.823386323	1.32043	1.224412	1.368861	0.2131965	0.8386092	0.9003969	4.711342	2.636614	1.245806	0.6401256	2.55717	3.110439	0.7798146	1.408771636	2.158499	0.9891643	5.98439	1.236463	1.488809	1.630423	1.741771	0.8197644	1.655683	1.016208	0.10727198	0.9547738	0.7780431	3.434631	0.9427625	0.081027203	1.491831	2.182503	0.7593431	1.50229	0.5100963	0.6039736	3.159724	1.892873	0	3.058767	1.337189	2.383297	1.757136	0.8234904	1.62249	3.667881	1.44994324	1.899893	3.096449	0.07711924	1.778544	0.6972644
THUMPD3-AS1	1.568116	1.446887	1.526602	1.697277	0.819785506	1.538077719	0.9498495	1.371909	1.471981	0.8816418	2.335541	1.939226	4.079861	3.422684	2.056432	1.306158	3.719187	2.548324	1.393099	1.045401	4.839446	0.7101668	4.158152838	2.640875	1.131974536	1.798086087	2.213108	3.876044	1.24279	2.76882	1.840823	4.023362	2.73074	0.8278462	2.135914928	1.380905	3.155824	2.952725	1.777640708	3.36293	2.646126	3.393315	0.9715521	2.090412359	4.282339	6.835913	2.300937	3.381115	2.174977	0.7109767	1.979985	2.420219366	1.709488	2.389251	0.9852286	2.826878	1.592735	1.971209	2.202827	4.577129	2.743274	2.513282	3.447859	1.67654	2.318658	1.913749	5.553425	1.70315	2.795371	2.904835	4.180137	1.927782	3.265100222	2.125798	3.75183	2.889537	2.747398	2.651471	2.239889	5.093592	1.530781	2.456921	2.188362	1.987219	4.16298	1.884966	2.957578	1.326727	2.721531	1.466955	0.669019386	0.9590175	0.556912885	1.431804	3.072374	2.386045	0.5979667	1.24148	3.359753	1.509138	3.027362	4.00055	1.625134	2.272231	2.783018	4.017054	2.023703	1.045764065	1.0725337	2.445641	4.302847	2.285929	2.913827	2.77594	3.790088	3.086012	4.375447	3.204987	4.551064	8.060048341	2.240454	1.396049	1.323186321	2.076042	2.058253803	2.94154	2.362218	3.335078	0.482113	1.775713	3.24956	3.592428	2.547536	3.385772	1.887456	2.388167	2.311686	1.175625	3.799709671	2.745458	2.175846	4.715985	1.694595	1.446339	0.7329238	1.081028	1.351947	1.711582	2.602418	0.370485793	3.722781	3.862752	2.544782	2.526003	0.78622858	1.661084	3.117904	2.64128	3.6884	4.488197	1.440296	1.703313	3.141649	0.5963749	1.625934	3.399551	3.489106	3.076458	3.45072	2.689448	3.088263	3.114017304	1.422346	2.282736	2.213218	8.051535	2.739425
LINC02562	2.658303	4.502583	7.593605	3.732602	2.795124768	1.768963086	1.790658	1.889968	1.559299	5.100542	4.86998	4.433766	3.108202	6.444972	3.102379	4.389193	5.48342	3.974134	2.981346	3.594934	0.9006276	5.683143	1.285100224	0.2679265	11.921386894	6.330618598	7.7395	4.032509	2.215087	0.2766334	6.642656	4.437144	9.455561	1.848526	2.733030153	1.184689	15.2794	4.196952	3.949591013	8.391689	2.487643	2.905164	3.619729	1.821929118	2.892217	9.042828	8.072354	5.723342	4.985656	1.667206	2.350829	1.109563756	2.719712	5.05635	2.78193	7.329291	2.163072	2.842928	2.708671	7.950956	4.104221	8.747303	8.283243	5.2329	3.081946	3.795075	3.935297	1.293231	2.872569	14.36528	7.714151	5.037802	3.149813593	3.518032	9.589725	10.42327	3.387314	9.266492	1.974757	10.5145	1.577474	9.226929	0.2672019	2.936921	4.950354	3.241445	2.706611	4.629786	3.727385	5.085126	4.009798672	2.421875	0.780689929	5.662659	5.461926	2.406774	0.7180271	3.77071	6.463834	7.282924	3.31978	3.132194	2.557731	3.794829	12.60041	1.808601	3.255476	5.770965645	4.935718976	3.226674	2.245281	2.109261	8.342068	5.40919	2.424483	4.319174	2.891115	1.278256	3.873788	3.982588456	3.133511	4.152449	6.535038968	4.062396	0.703808186	1.873795	4.65767	2.344347	1.384436	0.2094493	4.197785	3.061053	3.314527	8.276587	1.644444	5.702443	7.099883	6.232478	5.441977092	6.590963	4.076353	3.442222	4.817539	0.8993383	7.510783	3.418024	7.438985	7.230694	3.027544	0.535840675	1.70898	8.59877	4.761812	5.611855	1.821347197	0	2.180391	5.120604	5.145723	3.822019	4.525417	1.052222	11.75147	0.9315523	4.201733	2.319262	4.137458	1.51772	3.70212	1.91951	2.130888	0.852082127	4.527649	7.877509	1.425325	6.359153	6.346704
AL050341.2	3.580455	4.688913	8.345052	9.688115	2.713627138	2.80586897	3.24541	3.581318	5.422321	3.52359	4.046977	2.199972	6.140305	7.186733	3.625603	4.224796	5.430879	4.286092	2.705698	2.655156	9.071434	1.785385	2.435849975	2.390964	3.799846319	3.586218394	2.088726	3.686138	3.000043	1.928571	2.819682	2.650585	3.087276	2.385027	4.917662063	1.985373	4.102416	6.722548	3.126402821	9.915333	6.54203	2.071107	2.136343	3.256851013	3.866354	3.799937	2.430054	3.007071	4.144209	1.128245	9.455185	1.971041729	3.381101	2.573505	2.318794	3.039788	2.461631	1.893119	2.707303	4.152725	2.983272	3.314266	3.509947	3.555034	2.008039	2.704834	4.974065	7.337773	7.081273	3.305936	9.13567	3.108684	3.068213032	2.621865	5.406323	3.145742	2.831953	1.956638	3.185768	4.508239	4.201972	4.189985	1.432937	4.697091	5.219095	3.245215	3.228704	2.6725	3.233521	3.765894	1.77985495	2.895953	0.784996136	4.974404	2.688607	4.230604	1.585542	3.150432	4.399859	3.061248	4.055488	4.959511	7.339517	2.556311	5.314325	3.030962	5.569722	2.339112254	3.937268829	2.703727	4.837035	3.102791	4.229887	2.885049	5.003684	3.149047	5.439546	6.228793	5.814233	4.63050356	2.978363	1.620482	4.275305236	3.13203	3.052781774	5.285613	5.676801	7.765923	0.9280483	2.492155	2.713461	1.30178	3.663883	4.71385	4.378751	1.865428	2.966362	1.71178	4.843029603	8.533327	4.678471	9.700495	2.235744	3.686757	2.305093	1.680251	2.531464	2.977927	3.013862	1.221271654	5.115258	4.298676	7.768891	3.525112	1.356587825	2.160155	1.820821	3.432566	4.275824	8.02781	3.134705	3.115298	2.923351	1.491767	1.57291	2.810904	1.543752	12.19647	2.53914	2.773621	2.990353	4.141113608	0.9807689	2.652377	2.117501	2.758295	3.65781
AC020663.2	0.2825131	0.7627992	1.254543	0.4898092	1.014080547	1.143874096	1.308337	0.8113386	0.2796451	0.6301491	0.9816543	0.4677369	0.7678448	0.6446048	0.3348136	1.856888	0.6378799	1.080579	0.8225775	0.4632693	0.496981	0.4036501	1.33513789	0.2642751	0.726635369	3.134163944	0.6489369	0.5976787	1.751162	1.666947	0.5676393	0.6160712	3.56695	0.6844183	0.619127225	0.3289741	0.8722162	1.394443	1.38650019	0.7904882	3.935135	1.521688	2.370857	2.059485364	1.0074	0.9682049	1.983883	0.8137429	1.716727	0.1139037	1.568738	2.308277878	3.121625	1.679273	0.1050341	1.033898	0.288689	1.323588	1.000636	2.169508	1.418896	4.2093	2.278309	0.7070086	0.2479478	0.2503393	0.7482727	1.25904	0.5650223	0.7140535	1.690893	0.6461982	2.330164835	1.306385	0.5756733	1.68319	0.8736817	0.5045481	0.5604187	0.720066	2.858825	1.647134	2.300163	0.8626404	0.3957985	0.2415883	0.2140366	0.5535381	3.460316	2.362431	4.042611589	3.66254	1.368978343	0.557553	0.9542415	1.227752	1.272562	2.116926	0.7728172	0.7794106	0.5640349	0.8910176	1.995766	0.2135108	5.498753	0.3912854	2.021648	3.594302548	2.974181993	0.3857817	0.5901718	1.513102	0.6393456	0.4049053	0.1369472	0.2235964	0.5577072	3.526812	1.003117	0.419665571	2.885311	0.6153402	0.827291085	0.3411029	2.435325824	0.8172659	3.50998	0.3083197	1.986281	1.80301	1.64906	0.6139021	0.3464217	0.3571309	3.604517	0.523611	0.3950389	2.421758	1.682699454	1.397222	3.101442	0.6823111	1.535962	0.4466426	0.8568778	0.297207	0.554859	0.1695104	0.6762624	2.22946932	1.083403	4.73958	0.8791019	1.182381	2.148571334	0.4334374	0.4241702	1.850266	1.614962	4.825511	2.452804	0.3774114	0.8305464	4.380811	1.565797	0.3992996	0.4480077	0.7083453	0.6147585	1.285183	0.5143007	2.689502558	0.680795	0.490271	7.516555	2.213819	4.330787
AC005332.6	9.644712	9.577425	5.183729	8.000609	7.209121365	8.705347878	7.880559	9.046808	11.33898	8.572995	4.960362	6.271934	15.64363	5.961086	7.039197	2.965139	7.558764	8.347615	2.05191	5.344171	4.712217	8.576562	4.63873408	5.927869	9.038117023	4.792919702	6.220553	8.904165	4.220533	6.789423	4.573108	9.180959	3.58895	4.948618	10.804734488	10.18344	5.568328	2.859106	5.97336551	4.384084	2.887368	8.904129	4.563844	4.041630878	4.280477	8.511983	3.013353	8.375745	4.689998	6.805676	3.692791	4.375179687	3.042834	7.069848	7.928801	7.216504	7.774146	5.299937	6.934816	5.347641	3.322577	2.670741	6.420254	7.925191	10.42043	6.479167	6.748917	5.047141	6.349204	7.200315	11.24575	5.250406	3.881311566	4.961915	7.371613	3.287214	8.641104	3.762087	8.388055	9.540074	5.417184	6.54117	3.236449	3.89282	5.273699	9.632101	13.0011	6.155055	3.024048	4.624289	2.970238415	5.393549	1.717880141	6.472381	6.999335	7.414427	5.840331	5.643202	9.376461	9.407761	6.449423	6.168675	4.522657	6.190425	3.694838	7.665102	2.869624	6.644722273	6.353610283	7.85299	5.333974	4.49631	4.412601	6.271111	8.42556	10.00722	7.182796	5.476761	8.106093	13.980821477	3.241762	6.942614	7.013603422	6.298597	5.212236999	3.027031	5.756763	9.175031	4.952495	3.351709	4.913087	6.663958	6.520677	5.380805	4.280861	3.92036	10.02947	4.89798	6.105416602	8.099611	5.176604	8.881691	3.494776	9.773842	8.819726	4.329596	3.861677	12.65183	4.603279	1.743380842	4.863103	4.48407	8.556185	3.747166	4.022122674	9.622578	8.664921	5.513128	6.407087	2.57713	5.779206	9.194316	8.816701	4.648761	4.670054	5.616715	14.50772	6.292092	4.885404	2.187331	8.817589	5.333637391	8.012918	4.121531	2.983493	6.69706	5.59753
